Wavelength (nm),Sum(calc),Na I (9.9e-6),Na II (2.1e-4),Na III (7.5e-23),Mg I (3.2e-4),Mg II (2.7e-3),Mg III (1.6e-6),Al I (1.9e-4),Al II (1.3e-3),Al III (3.7e-8),Si I (8.6e-4),Si II (1.6e-3),Si III (7.6e-8),K I (3.5e-6),K II (1.1e-4),K III (3.2e-15),Ca I (1.9e-2),Ca II (4.7e-1),Ca III (6.5e-3),Mn I (2.4e-5),Mn II (1.9e-4),Fe I (6.8e-5),Fe II (3.7e-4),Fe III (5.0e-8),Cu I (4.4e-7),Cu II (1.1e-6),Zn I (1.8e-6),Zn II (2.8e-6),Mo I (0.0e+0),Pb I (0.0e+0),Pb II (0.0e+0)
202.5,8.783e+1,,,3.878e-44,8.186e+1,,2.116e-42,,6.034e-5,,,6.664e-16,8.111e-29,,,,,,2.861e-14,,1.839e-16,,2.327e-4,8.200e-8,1.474e-2,1.795e-2,,5.942e+0,,0,
202.52,9.823e+1,,,3.314e-44,9.185e+1,,2.124e-42,,3.677e-5,,,1.653e-16,8.380e-29,,8.025e-26,,,,3.389e-14,,1.864e-16,,1.143e-4,8.889e-8,1.292e-2,1.917e-2,,6.346e+0,,0,
202.55,1.092e+2,,,3.491e-44,1.026e+2,,2.135e-42,,1.645e-5,,,1.919e-17,8.784e-29,,7.898e-25,,,,4.109e-14,,1.902e-16,,3.699e-5,9.620e-8,9.969e-3,1.990e-2,,6.585e+0,,0,
202.57,1.126e+2,,,4.439e-44,1.061e+2,,2.143e-42,,9.228e-6,,,4.381e-18,9.053e-29,,3.482e-24,,,,4.486e-14,,1.927e-16,,1.674e-5,9.822e-8,8.048e-3,1.958e-2,,6.478e+0,,0,
202.6,1.107e+2,,,7.496e-44,1.048e+2,,2.154e-42,,3.646e-6,,,4.337e-18,9.456e-29,,3.373e-23,,,,4.817e-14,,1.965e-16,,4.806e-6,9.617e-8,5.487e-3,1.796e-2,,5.942e+0,,0,
202.62,1.051e+2,,,1.092e-43,9.972e+1,,2.162e-42,,1.884e-6,,,4.307e-18,9.725e-29,,1.387e-22,,,,4.850e-14,,1.990e-16,,2.057e-6,9.146e-8,4.080e-3,1.628e-2,,5.383e+0,,0,
202.65,9.145e+1,,,1.867e-43,8.707e+1,,2.173e-42,,6.578e-7,,,4.263e-18,1.013e-28,,1.091e-21,,,,4.612e-14,,2.028e-16,,7.892e-7,8.024e-8,2.458e-3,1.321e-2,,4.365e+0,,0,
202.67,7.999e+1,,,2.584e-43,7.633e+1,,2.181e-42,,3.129e-7,,,4.233e-18,1.040e-28,,4.150e-21,,,,4.284e-14,,2.053e-16,,9.311e-7,7.088e-8,1.683e-3,1.103e-2,,3.642e+0,,0,
202.7,6.153e+1,,,3.970e-43,5.891e+1,,2.192e-42,,9.653e-8,,,4.189e-18,1.080e-28,,2.905e-20,,,,3.609e-14,,2.091e-16,,2.920e-6,5.583e-8,8.964e-4,7.922e-3,,2.610e+0,,0,
202.72,4.959e+1,,,5.081e-43,4.757e+1,,2.200e-42,,4.229e-8,,,4.159e-18,1.107e-28,,1.023e-19,,,,3.093e-14,,2.116e-16,,6.855e-6,4.614e-8,5.652e-4,6.100e-3,,2.006e+0,,0,
202.74,3.867e+1,,,6.296e-43,3.717e+1,,2.207e-42,,1.792e-8,,,4.129e-18,1.134e-28,,3.492e-19,,,,2.566e-14,,2.141e-16,,1.574e-5,3.737e-8,3.449e-4,4.547e-3,,1.492e+0,,0,
202.77,2.504e+1,,,8.182e-43,2.414e+1,,2.219e-42,,4.649e-9,,,4.085e-18,1.174e-28,,2.080e-18,,,,1.827e-14,,2.179e-16,,5.167e-5,2.675e-8,1.545e-4,2.759e-3,,8.996e-1,,0,
202.79,1.799e+1,,,9.367e-43,1.737e+1,,2.226e-42,,1.814e-9,,,4.055e-18,1.201e-28,,6.582e-18,,,,1.399e-14,,2.204e-16,,1.096e-4,2.158e-8,8.681e-5,1.904e-3,,6.162e-1,,0,
202.82,1.030e+1,,,1.083e-42,9.973e+0,,2.237e-42,,4.158e-10,,,4.011e-18,1.241e-28,,3.500e-17,,,,8.833e-15,,2.263e-15,,3.182e-4,1.659e-8,3.437e-5,1.038e-3,,3.284e-1,,0,
202.84,6.819e+0,,,1.151e-42,6.611e+0,,2.245e-42,,1.494e-10,,,3.981e-18,1.268e-28,,1.027e-16,,,,6.248e-15,,9.811e-15,,6.218e-4,1.483e-8,1.779e-5,6.770e-4,,2.072e-1,,0,
202.87,3.454e+0,,,1.197e-42,3.354e+0,,2.256e-42,,3.025e-11,,,3.936e-18,1.309e-28,,4.882e-16,,,,3.510e-15,,8.338e-14,,1.598e-3,1.386e-8,6.224e-6,3.603e-4,,9.760e-2,,0,
202.89,2.108e+0,,,1.193e-42,2.048e+0,,2.264e-42,,1.001e-11,,,3.907e-18,1.336e-28,,1.330e-15,,,,2.309e-15,,3.334e-13,,2.877e-3,1.391e-8,2.966e-6,2.515e-4,,5.671e-2,,0,
202.92,9.489e-1,,,1.146e-42,9.186e-1,,2.275e-42,,1.791e-12,,,3.862e-18,1.376e-28,,5.654e-15,,,,1.206e-15,,2.510e-12,,6.540e-3,1.435e-8,9.173e-7,1.822e-4,,2.362e-2,,0,
202.94,5.402e-1,,,1.099e-42,5.166e-1,,2.283e-42,,5.456e-13,,,3.833e-18,1.403e-28,,1.430e-14,,,,8.219e-16,,9.258e-12,,1.085e-2,1.457e-8,4.026e-7,1.748e-4,,1.264e-2,,0,
202.97,2.315e-1,,,1.023e-42,2.048e-1,,2.294e-42,,8.624e-14,,,3.788e-18,1.443e-28,,5.446e-14,,,,6.526e-16,,6.173e-11,,2.182e-2,1.447e-8,1.100e-7,1.955e-4,,4.652e-3,,0,
202.99,1.420e-1,,,9.793e-43,1.061e-1,,2.302e-42,,2.419e-14,,,3.758e-18,1.470e-28,,1.280e-13,,,,7.982e-16,,2.100e-10,,3.338e-2,1.401e-8,4.447e-8,2.201e-4,,2.293e-3,,0,
203.01,1.039e-1,,,9.447e-43,5.317e-2,,2.309e-42,,6.567e-15,,,3.729e-18,1.497e-28,,2.922e-13,,,,1.188e-15,,6.918e-10,,4.940e-2,1.325e-8,1.739e-8,2.474e-4,,1.094e-3,,0,
203.04,1.020e-1,,,9.095e-43,1.774e-2,,2.194e-41,,8.728e-16,,,3.684e-18,1.537e-28,,9.535e-13,,,,2.405e-15,,3.893e-9,,8.368e-2,1.166e-8,3.999e-9,2.851e-4,,3.387e-4,,0,
203.06,1.228e-1,,,8.922e-43,8.188e-3,,9.450e-41,,2.181e-16,,,3.655e-18,1.564e-28,,2.022e-12,,,,3.823e-15,,1.183e-8,,1.141e-1,1.042e-8,1.440e-9,3.038e-4,,1.488e-4,,0,
203.09,1.738e-1,,,8.625e-43,2.415e-3,,7.950e-40,,2.562e-17,,,3.610e-18,1.605e-28,,5.908e-12,,,,7.289e-15,,5.898e-8,,1.710e-1,8.565e-9,2.927e-10,3.178e-4,,4.072e-5,,0,
203.11,2.164e-1,,,8.325e-43,1.027e-3,,3.157e-39,,5.895e-18,,,3.580e-18,1.631e-28,,1.164e-11,,,,1.078e-14,,1.653e-7,,2.150e-1,7.496e-9,9.708e-11,3.174e-4,,1.648e-5,,0,
203.14,2.856e-1,,,7.639e-43,2.676e-4,,2.352e-38,,6.117e-19,,,3.536e-18,1.672e-28,,3.042e-11,,,,1.824e-14,,7.304e-7,,2.850e-1,6.438e-9,1.743e-11,3.069e-4,,3.987e-6,,0,
203.16,3.306e-1,,,7.013e-43,1.048e-4,,8.612e-38,,6.547e-19,,,3.506e-18,1.699e-28,,5.562e-11,,,,2.488e-14,,1.889e-6,,3.302e-1,6.287e-9,5.326e-12,3.009e-4,,1.486e-6,,0,
203.19,3.876e-1,,,5.872e-43,2.415e-5,,5.680e-37,,7.193e-19,,,3.462e-18,1.739e-28,,1.300e-10,,,,3.726e-14,,7.395e-6,,3.872e-1,7.274e-9,8.453e-13,3.186e-4,,3.177e-7,,0,
203.21,4.138e-1,,,5.036e-43,8.711e-6,,1.918e-36,,7.624e-19,,,3.432e-18,1.766e-28,,2.205e-10,,,,4.683e-14,,1.764e-5,,4.134e-1,8.996e-9,2.378e-13,3.744e-4,,1.090e-7,,0,
203.24,4.298e-1,,,3.791e-43,1.774e-6,,1.120e-35,,8.270e-19,,,3.388e-18,1.806e-28,,4.600e-10,,,,6.207e-14,,6.121e-5,,4.291e-1,1.367e-8,3.336e-14,6.005e-4,,2.062e-8,,0,
203.26,4.235e-1,,,3.032e-43,5.895e-7,,3.487e-35,,8.700e-19,,,3.358e-18,1.833e-28,,7.232e-10,,,,7.189e-14,,1.347e-4,,4.225e-1,1.847e-8,8.643e-15,9.183e-4,,6.517e-9,,0,
203.29,3.910e-1,,,2.088e-43,1.061e-7,,1.803e-34,,9.346e-19,,,3.313e-18,1.873e-28,,1.346e-9,,,,8.429e-14,,4.143e-4,,3.887e-1,2.861e-8,1.071e-15,1.837e-3,,1.089e-9,,0,
203.31,3.574e-1,,,1.617e-43,3.248e-8,,5.176e-34,,9.777e-19,,,3.284e-18,1.900e-28,,1.961e-9,,,,8.998e-14,,8.416e-4,,3.537e-1,3.745e-8,2.557e-16,2.903e-3,,3.171e-10,,0,
203.33,3.187e-1,,,1.284e-43,9.616e-9,,1.439e-33,,1.021e-18,,,3.254e-18,1.927e-28,,2.770e-9,,,,9.297e-14,,1.655e-3,,3.125e-1,4.793e-8,5.902e-17,4.498e-3,,8.932e-11,,0,
203.36,2.600e-1,,,1.041e-43,1.457e-9,,6.273e-33,,1.085e-18,,,3.210e-18,1.968e-28,,4.392e-9,,,,9.184e-14,,4.300e-3,,2.474e-1,6.638e-8,6.155e-18,8.258e-3,,1.256e-11,,0,
203.38,2.267e-1,,,1.040e-43,3.973e-10,,1.608e-32,,1.128e-18,,,3.180e-18,1.995e-28,,5.749e-9,,,,8.745e-14,,7.805e-3,,2.070e-1,8.005e-8,6.184e-18,1.194e-2,,3.259e-12,,0,
203.41,1.956e-1,,,1.256e-43,5.320e-11,,6.206e-32,,1.193e-18,,,3.135e-18,2.035e-28,,8.132e-9,,,,7.643e-14,,1.797e-2,,1.580e-1,1.016e-7,6.226e-18,1.966e-2,,4.049e-13,,0,
203.43,1.923e-1,,,1.525e-43,1.336e-11,,1.467e-31,,1.236e-18,,,3.106e-18,2.062e-28,,9.871e-9,,,,6.707e-14,,3.011e-2,,1.357e-1,1.159e-7,6.254e-18,2.643e-2,,9.678e-14,,0,
203.46,2.204e-1,,,2.073e-43,1.582e-12,,5.013e-31,,1.301e-18,,,3.061e-18,2.102e-28,,1.249e-8,,,,5.186e-14,,6.148e-2,,1.199e-1,1.364e-7,6.297e-18,3.902e-2,,1.063e-14,,0,
203.48,2.645e-1,,,2.500e-43,3.660e-13,,1.092e-30,,1.344e-18,,,3.032e-18,2.129e-28,,1.409e-8,,,,4.195e-14,,9.506e-2,,1.206e-1,1.488e-7,6.325e-18,4.884e-2,,2.340e-15,,0,
203.51,3.727e-1,,,3.165e-43,3.830e-14,,3.306e-30,,1.408e-18,,,2.987e-18,2.169e-28,,1.603e-8,,,,2.870e-14,,1.721e-1,,1.356e-1,1.651e-7,6.367e-18,6.500e-2,,2.317e-15,,0,
203.53,4.738e-1,,,3.580e-43,3.829e-14,,6.642e-30,,1.451e-18,,,2.957e-18,2.196e-28,,1.689e-8,,,,2.139e-14,,2.456e-1,,1.521e-1,1.743e-7,6.396e-18,7.608e-2,,2.301e-15,,0,
203.56,6.673e-1,,,4.089e-43,3.827e-14,,1.780e-29,,1.516e-18,,,2.913e-18,2.237e-28,,1.743e-8,,,,1.296e-14,,3.945e-1,,1.810e-1,1.861e-7,6.438e-18,9.184e-2,,2.278e-15,,0,
203.58,8.200e-1,,,4.321e-43,3.826e-14,,3.297e-29,,1.559e-18,,,2.883e-18,2.263e-28,,1.728e-8,,,,8.921e-15,,5.198e-1,,1.993e-1,1.927e-7,6.466e-18,1.010e-1,,2.262e-15,,0,
203.6,9.860e-1,,,4.454e-43,3.825e-14,,5.914e-29,,1.602e-18,,,2.854e-18,2.290e-28,,1.677e-8,,,,5.977e-15,,6.634e-1,,2.143e-1,1.985e-7,6.494e-18,1.083e-1,,2.247e-15,,0,
203.63,1.243e+0,,,4.468e-43,3.823e-14,,1.336e-28,,1.667e-18,,,2.809e-18,2.331e-28,,1.545e-8,,,,3.245e-15,,9.013e-1,,2.265e-1,2.059e-7,6.537e-18,1.152e-1,,2.224e-15,,0,
203.65,1.406e+0,,,4.368e-43,3.822e-14,,2.210e-28,,1.710e-18,,,2.779e-18,2.358e-28,,1.430e-8,,,,2.371e-15,,1.063e+0,,2.265e-1,2.099e-7,6.565e-18,1.167e-1,,2.208e-15,,0,
203.68,1.611e+0,,,4.100e-43,3.820e-14,,4.422e-28,,1.774e-18,,,2.735e-18,2.398e-28,,1.236e-8,,,,2.532e-15,,1.283e+0,,2.139e-1,2.143e-7,6.607e-18,1.138e-1,,2.185e-15,,0,
203.7,1.707e+0,,,3.868e-43,3.819e-14,,6.743e-28,,1.817e-18,,,2.705e-18,2.425e-28,,1.100e-8,,,,4.048e-15,,1.400e+0,,1.987e-1,2.159e-7,6.636e-18,1.087e-1,,2.170e-15,,0,
203.73,1.774e+0,,,3.479e-43,3.818e-14,,1.195e-27,,1.882e-18,,,2.661e-18,2.465e-28,,8.973e-9,,,,1.048e-14,,1.507e+0,,1.702e-1,2.163e-7,6.678e-18,9.716e-2,,2.146e-15,,0,
203.75,1.765e+0,,,3.208e-43,3.817e-14,,1.680e-27,,1.925e-18,,,2.631e-18,2.492e-28,,7.677e-9,,,,2.009e-14,,1.526e+0,,1.511e-1,2.152e-7,6.706e-18,8.743e-2,,2.131e-15,,0,
203.78,1.679e+0,,,2.797e-43,3.815e-14,,2.635e-27,,1.990e-18,,,2.587e-18,2.532e-28,,5.874e-9,,,,5.096e-14,,1.479e+0,,1.287e-1,2.119e-7,6.749e-18,7.120e-2,,2.108e-15,,0,
203.8,1.587e+0,,,2.524e-43,3.814e-14,,3.416e-27,,2.033e-18,,,2.557e-18,2.559e-28,,4.795e-9,,,,9.124e-14,,1.405e+0,,1.220e-1,2.090e-7,6.777e-18,6.011e-2,,2.092e-15,,0,
203.83,1.428e+0,,,2.129e-43,3.812e-14,,4.745e-27,,2.097e-18,,,2.512e-18,2.600e-28,,3.393e-9,,,,2.058e-13,,1.253e+0,,1.304e-1,2.045e-7,6.819e-18,4.434e-2,,2.069e-15,,0,
203.85,1.328e+0,,,1.887e-43,3.811e-14,,5.673e-27,,2.140e-18,,,2.483e-18,2.627e-28,,2.614e-9,,,,3.401e-13,,1.141e+0,,1.512e-1,2.017e-7,6.848e-18,3.496e-2,,2.053e-15,,0,
203.87,1.245e+0,,,1.678e-43,3.810e-14,,6.565e-27,,2.183e-18,,,2.453e-18,2.653e-28,,1.963e-9,,,,5.439e-13,,1.033e+0,,1.860e-1,1.994e-7,6.876e-18,2.680e-2,,2.038e-15,,0,
203.9,1.172e+0,,,1.465e-43,3.809e-14,,7.690e-27,,2.248e-18,,,2.409e-18,2.694e-28,,1.214e-9,,,,1.035e-12,,8.898e-1,,2.649e-1,1.968e-7,6.918e-18,1.704e-2,,2.015e-15,,0,
203.92,1.159e+0,,,1.423e-43,3.807e-14,,8.205e-27,,2.291e-18,,,2.379e-18,2.721e-28,,8.509e-10,,,,1.527e-12,,8.130e-1,,3.339e-1,1.954e-7,6.947e-18,1.214e-2,,1.999e-15,,0,
203.95,1.186e+0,,,1.572e-43,3.806e-14,,8.510e-27,,2.356e-18,,,2.334e-18,2.761e-28,,4.722e-10,,,,2.574e-12,,7.235e-1,,4.552e-1,1.931e-7,6.989e-18,6.935e-3,,1.976e-15,,0,
203.97,1.222e+0,,,1.851e-43,3.805e-14,,8.373e-27,,2.399e-18,,,2.305e-18,2.788e-28,,3.071e-10,,,,3.502e-12,,6.759e-1,,5.413e-1,1.907e-7,7.017e-18,4.639e-3,,1.960e-15,,0,
204,1.277e+0,,,2.606e-43,3.803e-14,,7.690e-27,,2.463e-18,,,2.260e-18,2.828e-28,,1.523e-10,,,,5.229e-12,,6.109e-1,,6.634e-1,1.848e-7,7.060e-18,2.542e-3,,1.937e-15,,0,
204.02,1.298e+0,,,3.372e-43,3.802e-14,,6.976e-27,,2.506e-18,,,2.231e-18,2.855e-28,,9.232e-11,,,,6.559e-12,,5.662e-1,,7.305e-1,1.786e-7,7.088e-18,1.844e-3,,1.922e-15,,0,
204.05,1.287e+0,,,4.981e-43,3.800e-14,,5.673e-27,,2.571e-18,,,2.186e-18,2.895e-28,,4.331e-11,,,,8.673e-12,,4.909e-1,,7.949e-1,1.653e-7,7.130e-18,1.648e-3,,1.899e-15,,0,
204.07,1.245e+0,,,6.398e-43,3.799e-14,,4.745e-27,,2.614e-18,,,2.156e-18,1.290e-27,,2.894e-11,,,,1.003e-11,,4.350e-1,,8.078e-1,1.540e-7,7.158e-18,2.061e-3,,1.883e-15,,0,
204.1,1.128e+0,,,9.096e-43,3.798e-14,,3.416e-27,,2.679e-18,,,2.112e-18,1.141e-26,,2.781e-11,,,,1.175e-11,,3.461e-1,,7.788e-1,1.341e-7,7.201e-18,3.628e-3,,1.860e-15,,0,
204.12,1.022e+0,,,1.130e-42,3.797e-14,,2.635e-27,,2.722e-18,,,2.082e-18,4.692e-26,,4.171e-11,,,,1.254e-11,,2.870e-1,,7.299e-1,1.198e-7,7.229e-18,5.466e-3,,1.844e-15,,0,
204.14,9.014e-1,,,1.384e-42,3.795e-14,,1.968e-27,,2.765e-18,,,2.053e-18,1.867e-25,,7.254e-11,,,,1.295e-11,,2.310e-1,,6.622e-1,1.058e-7,7.257e-18,8.113e-3,,1.829e-15,,0,
204.17,7.101e-1,,,1.821e-42,3.794e-14,,1.195e-27,,2.829e-18,,,2.008e-18,1.396e-24,,1.727e-10,,,,1.279e-11,,1.576e-1,,5.386e-1,8.735e-8,7.300e-18,1.395e-2,,1.806e-15,,0,
204.19,5.873e-1,,,2.141e-42,3.793e-14,,8.226e-28,,2.872e-18,,,1.978e-18,5.129e-24,,3.004e-10,,,,1.219e-11,,1.175e-1,,4.506e-1,7.824e-8,7.328e-18,1.925e-2,,1.790e-15,,0,
204.22,4.252e-1,,,2.636e-42,3.791e-14,,4.422e-28,,2.937e-18,,,1.934e-18,3.399e-23,,6.519e-10,,,,1.066e-11,,7.119e-2,,3.245e-1,7.147e-8,7.370e-18,2.942e-2,,1.767e-15,,0,
204.24,3.369e-1,,,2.952e-42,3.790e-14,,2.808e-28,,2.980e-18,,,1.904e-18,1.152e-22,,1.051e-9,,,,9.367e-12,,4.899e-2,,2.504e-1,7.247e-8,7.399e-18,3.749e-2,,1.751e-15,,0,
204.27,2.368e-1,,,3.354e-42,3.788e-14,,1.336e-28,,3.045e-18,,,1.860e-18,6.771e-22,,2.026e-9,,,,7.259e-12,,2.632e-2,,1.597e-1,8.299e-8,7.441e-18,5.075e-2,,1.728e-15,,0,
204.29,1.900e-1,,,3.544e-42,3.787e-14,,7.824e-29,,3.088e-18,,,1.830e-18,2.118e-21,,3.016e-9,,,,5.882e-12,,1.671e-2,,1.136e-1,9.589e-8,7.469e-18,5.965e-2,,1.713e-15,,0,
204.32,1.437e-1,,,3.674e-42,3.786e-14,,3.297e-29,,3.152e-18,,,1.786e-18,1.103e-20,,5.161e-9,,,,4.039e-12,,7.955e-3,,6.418e-2,1.228e-7,7.512e-18,7.154e-2,,1.689e-15,,0,
204.34,1.243e-1,,,3.643e-42,3.785e-14,,1.780e-29,,3.195e-18,,,1.756e-18,3.185e-20,,7.095e-9,,,,3.021e-12,,4.657e-3,,4.211e-2,1.444e-7,7.540e-18,7.756e-2,,1.674e-15,,0,
204.37,1.054e-1,,,3.427e-42,3.783e-14,,6.642e-30,,3.260e-18,,,1.711e-18,1.471e-19,,1.077e-8,,,,1.843e-12,,1.963e-3,,2.106e-2,1.792e-7,7.582e-18,8.241e-2,,1.651e-15,,0,
204.39,9.621e-2,,,3.189e-42,3.782e-14,,3.306e-30,,3.303e-18,,,1.682e-18,3.918e-19,,1.367e-8,,,,1.277e-12,,1.060e-3,,1.274e-2,2.017e-7,7.611e-18,8.241e-2,,1.635e-15,,0,
204.41,8.781e-2,,,2.896e-42,3.781e-14,,1.593e-30,,3.346e-18,,,1.652e-18,1.011e-18,,1.681e-8,,,,8.616e-13,,5.540e-4,,7.464e-3,2.217e-7,7.639e-18,7.979e-2,,1.620e-15,,0,
204.44,7.489e-2,,,2.407e-42,3.779e-14,,5.013e-31,,3.411e-18,,,1.608e-18,3.943e-18,,2.158e-8,,,,4.608e-13,,1.970e-4,,3.149e-3,2.441e-7,7.681e-18,7.154e-2,,1.597e-15,,0,
204.46,6.569e-2,,,2.077e-42,3.778e-14,,2.227e-31,,3.454e-18,,,1.578e-18,9.388e-18,,2.449e-8,,,,3.021e-13,,9.495e-5,,1.701e-3,2.521e-7,7.710e-18,6.389e-2,,1.581e-15,,0,
204.49,5.142e-2,,,1.621e-42,3.776e-14,,6.206e-32,,3.518e-18,,,1.533e-18,3.247e-17,,2.788e-8,,,,1.693e-13,,2.990e-5,,6.355e-4,2.524e-7,7.752e-18,5.075e-2,,1.558e-15,,0,
204.51,4.214e-2,,,1.356e-42,3.775e-14,,2.542e-32,,3.561e-18,,,1.504e-18,7.133e-17,,2.921e-8,,,,1.255e-13,,1.329e-5,,3.169e-4,2.447e-7,7.780e-18,4.181e-2,,1.542e-15,,0,
204.54,2.953e-2,,,1.026e-42,3.774e-14,,6.273e-33,,3.626e-18,,,1.459e-18,2.187e-16,,2.949e-8,,,,9.619e-14,,3.704e-6,,1.064e-4,2.229e-7,7.823e-18,2.942e-2,,1.519e-15,,0,
204.56,2.241e-2,,,8.482e-43,3.773e-14,,2.369e-33,,3.669e-18,,,1.430e-18,4.434e-16,,2.851e-8,,,,8.952e-14,,1.518e-6,,5.223e-5,2.031e-7,7.851e-18,2.236e-2,,1.504e-15,,0,
204.59,1.397e-2,,,6.348e-43,3.771e-14,,5.176e-34,,3.734e-18,,,1.385e-18,1.205e-15,,2.551e-8,,,,8.695e-14,,3.748e-7,,2.872e-5,1.688e-7,7.893e-18,1.394e-2,,1.480e-15,,0,
204.61,9.813e-3,,,5.214e-43,3.770e-14,,1.803e-34,,3.777e-18,,,1.355e-18,2.255e-15,,2.276e-8,,,,8.637e-14,,1.416e-7,,3.859e-5,1.450e-7,7.921e-18,9.774e-3,,1.465e-15,,0,
204.64,5.509e-3,,,3.854e-43,3.768e-14,,3.487e-35,,3.841e-18,,,1.311e-18,5.432e-15,,1.806e-8,,,,8.391e-14,,3.096e-8,,1.039e-4,1.112e-7,7.964e-18,5.405e-3,,1.442e-15,,0,
204.66,3.713e-3,,,3.138e-43,3.767e-14,,1.120e-35,,3.884e-18,,,1.281e-18,9.379e-15,,1.487e-8,,,,8.049e-14,,1.079e-8,,2.113e-4,9.137e-8,7.992e-18,3.502e-3,,1.426e-15,,0,
204.68,2.621e-3,,,2.557e-43,3.766e-14,,3.482e-36,,3.928e-18,,,1.252e-18,1.568e-14,,1.185e-8,,,,7.558e-14,,3.639e-9,,4.202e-4,7.460e-8,8.020e-18,2.200e-3,,1.411e-15,,0,
204.71,2.152e-3,,,1.914e-43,3.765e-14,,5.719e-37,,3.992e-18,,,1.207e-18,3.192e-14,,7.945e-9,,,,6.591e-14,,6.709e-10,,1.113e-3,5.604e-8,8.063e-18,1.039e-3,,1.387e-15,,0,
204.73,2.659e-3,,,1.623e-43,3.763e-14,,1.777e-37,,4.035e-18,,,1.177e-18,4.925e-14,,5.845e-9,,,,5.844e-14,,2.087e-10,,2.048e-3,4.828e-8,8.091e-18,6.114e-4,,1.372e-15,,0,
204.76,5.081e-3,,,1.359e-43,3.762e-14,,1.259e-37,,4.100e-18,,,1.133e-18,8.888e-14,,3.472e-9,,,,4.666e-14,,3.407e-11,,4.813e-3,4.327e-8,8.133e-18,2.683e-4,,1.349e-15,,0,
204.78,8.327e-3,,,1.271e-43,3.761e-14,,3.621e-37,,4.143e-18,,,1.103e-18,1.265e-13,,2.357e-9,,,,3.897e-14,,9.771e-12,,8.172e-3,4.389e-8,8.162e-18,1.550e-4,,1.333e-15,,0,
204.81,1.710e-2,,,1.223e-43,3.759e-14,,2.174e-36,,4.207e-18,,,1.059e-18,2.024e-13,,1.241e-9,,,,2.840e-14,,1.412e-12,,1.703e-2,4.946e-8,8.204e-18,7.164e-5,,1.310e-15,,0,
204.83,2.673e-2,,,1.217e-43,3.758e-14,,6.975e-36,,4.250e-18,,,1.029e-18,2.660e-13,,7.770e-10,,,,2.228e-14,,3.735e-13,,2.668e-2,5.530e-8,8.232e-18,4.574e-5,,1.295e-15,,0,
204.86,4.932e-2,,,1.207e-43,3.756e-14,,3.778e-35,,4.315e-18,,5.146e-15,9.846e-19,3.772e-13,,3.625e-10,,,,1.476e-14,,4.781e-14,,4.929e-2,6.528e-8,8.275e-18,2.634e-5,,1.271e-15,,0,
204.88,7.131e-2,,,1.184e-43,3.755e-14,,1.119e-34,,4.358e-18,,2.301e-14,9.550e-19,4.574e-13,,2.095e-10,,,,1.085e-14,,1.166e-14,,7.129e-2,7.155e-8,8.303e-18,1.944e-5,,1.256e-15,,0,
204.91,1.168e-1,,,1.115e-43,3.754e-14,,5.379e-34,,4.423e-18,,2.050e-13,9.105e-19,5.751e-13,,8.662e-11,,,,6.495e-15,,1.321e-15,,1.168e-1,7.849e-8,8.345e-18,1.289e-5,,1.233e-15,,0,
204.93,1.559e-1,,,1.049e-43,3.753e-14,,1.471e-33,,4.466e-18,,8.466e-13,8.808e-19,6.435e-13,,4.618e-11,,,,4.457e-15,,2.972e-16,,1.559e-1,8.062e-8,8.374e-18,9.864e-6,,1.217e-15,,0,
204.95,2.015e-1,,,9.739e-44,3.751e-14,,3.899e-33,,4.509e-18,,3.386e-12,8.511e-19,6.973e-13,,2.384e-11,,,,2.974e-15,,2.951e-16,,2.015e-1,8.036e-8,8.402e-18,7.606e-6,,1.202e-15,,0,
204.98,2.788e-1,,,8.644e-44,3.750e-14,,1.584e-32,,4.573e-18,,2.552e-11,8.066e-19,7.406e-13,,8.323e-12,,,,1.536e-15,,2.920e-16,,2.788e-1,7.547e-8,8.444e-18,5.758e-6,,1.178e-15,,0,
205,3.326e-1,,,8.062e-44,3.749e-14,,3.875e-32,,4.617e-18,,9.426e-11,7.770e-19,7.406e-13,,3.964e-12,,,,9.533e-16,,2.900e-16,,3.326e-1,6.958e-8,8.473e-18,6.040e-6,,1.163e-15,,0,
205.03,4.082e-1,,,7.572e-44,3.747e-14,,1.397e-31,,4.681e-18,,6.303e-10,7.325e-19,6.973e-13,,1.226e-12,,,,4.411e-16,,2.869e-16,,4.081e-1,5.803e-8,8.515e-18,1.104e-5,,1.140e-15,,0,
205.05,4.494e-1,,,7.538e-44,3.746e-14,,3.154e-31,,4.724e-18,,2.150e-9,7.028e-19,6.435e-13,,5.388e-13,,,,2.542e-16,,2.848e-16,,4.494e-1,4.940e-8,8.543e-18,2.050e-5,,1.124e-15,,0,
205.08,4.890e-1,,,7.880e-44,3.744e-14,,1.008e-30,,4.789e-18,,1.276e-8,6.583e-19,5.371e-13,,1.477e-13,,,,1.051e-16,,2.817e-16,,4.889e-1,3.656e-8,8.586e-18,5.542e-5,,1.101e-15,,0,
205.1,4.970e-1,,,8.287e-44,3.743e-14,,2.103e-30,,4.832e-18,,4.018e-8,6.286e-19,4.574e-13,,5.988e-14,,,,5.619e-17,,2.796e-16,,4.969e-1,2.875e-8,8.614e-18,1.058e-4,,1.086e-15,,0,
