Wavelength (nm),Sum(calc),Li I (3.1e-6),Li II (6.8e-5),Li III (1.6e-38),C I (2.2e-3),C II (1.1e-4),C III (3.2e-13),Na I (2.8e-3),Na II (5.7e-2),Na III (1.1e-20),Mg I (1.2e-2),Mg II (9.4e-2),Mg III (4.6e-5),Al I (2.1e-2),Al II (1.3e-1),Al III (2.9e-6),Si I (1.5e-1),Si II (2.6e-1),Si III (9.5e-6),K I (8.5e-4),K II (2.6e-2),K III (4.9e-13),Ca I (3.5e-3),Ca II (8.2e-2),Ca III (9.6e-4),Ti I (9.7e-4),Ti II (1.5e-2),Ti III (2.6e-5),Cr I (1.4e-5),Cr II (1.3e-4),Mn I (1.6e-4),Mn II (1.2e-3),Fe I (1.5e-2),Fe II (7.7e-2),Fe III (8.3e-6),Ni I (3.5e-5),Ni II (9.7e-5),Ni III (2.6e-9),Cu I (1.3e-5),Cu II (2.9e-5),Zn I (5.3e-5),Zn II (7.3e-5),Pr II (1.6e-2),Eu I (7.7e-4),Eu II (3.0e-2),Tm I (1.7e-5),Tm II (4.9e-4)
201.12,1.395e+2,,,,,1.130e-51,5.542e-24,,,1.241e-40,,,7.997e-65,,5.319e-24,,,1.645e-14,1.823e-14,,,,,,4.207e-21,,,5.240e-5,,2.139e-1,,4.278e-48,,1.393e+2,1.483e-5,3.967e-9,,,,8.651e-6,,,,,,,
201.14,8.514e+1,,,,,3.864e-49,1.882e-24,,,2.117e-40,,,2.591e-67,,3.763e-22,,,4.003e-13,5.220e-15,,,,,,5.048e-20,,,3.357e-5,,1.957e-1,,4.631e-48,,8.494e+1,1.864e-5,5.199e-8,,,,3.917e-5,,,,,,,
201.15,6.277e+1,,,,,6.688e-48,1.028e-24,,,2.586e-40,,,1.379e-68,,2.963e-21,,,1.848e-12,2.614e-15,,,,,,1.636e-19,,,2.514e-5,,1.751e-1,,4.808e-48,,6.259e+1,1.994e-5,1.761e-7,,,,7.799e-5,,,,,,,
201.17,3.111e+1,,,,,1.755e-45,2.685e-25,,,3.376e-40,,,3.416e-71,,1.609e-19,,,3.448e-11,5.740e-16,,,,,,1.504e-18,,,1.233e-5,,1.226e-1,,5.162e-48,,3.099e+1,2.099e-5,1.769e-6,,,,2.705e-4,,,,,,,
201.19,1.500e+1,,,,,3.857e-43,5.883e-26,,,3.691e-40,,,3.384e-71,,7.324e-18,,,5.387e-10,1.055e-16,,,,,,1.158e-17,,,5.062e-6,,7.189e-2,,5.515e-48,,1.493e+1,2.047e-5,1.488e-5,,,,7.856e-4,,,,,,,
201.20,1.117e+1,,,,,5.352e-42,2.577e-26,,,3.609e-40,,,3.368e-71,,4.625e-17,,,1.992e-9,4.232e-17,,,,,,3.007e-17,,,3.034e-6,,5.149e-2,,5.692e-48,,1.112e+1,1.999e-5,4.037e-5,,,,1.252e-3,,,,,,,
201.22,9.020e+0,,,,,9.025e-40,4.330e-27,,,3.021e-40,,,3.336e-71,,1.616e-15,,,2.386e-8,5.958e-18,,,,,,1.774e-16,,,9.534e-7,,2.311e-2,,6.046e-48,,8.994e+0,1.932e-5,2.602e-4,,,,2.786e-3,,,,,,,
201.24,1.217e+1,,,,,1.275e-37,6.091e-28,,,2.117e-40,,,3.304e-71,,4.736e-14,,,2.393e-7,7.017e-19,,,,,,8.763e-16,,,2.508e-7,,8.683e-3,,6.399e-48,,1.215e+1,1.920e-5,1.405e-3,,,,5.189e-3,,,,,,,
201.25,1.548e+1,,,,,1.419e-36,2.137e-28,,,1.658e-40,,,3.288e-71,,2.400e-13,,,7.090e-7,2.253e-19,,,,,,1.822e-15,,,1.203e-7,,4.978e-3,,6.576e-48,,1.547e+1,1.913e-5,3.053e-3,,,,6.626e-3,,,,,,,
201.27,2.537e+1,,,,,1.537e-34,2.302e-29,,,8.895e-41,,,3.256e-71,,5.401e-12,,,5.450e-6,2.031e-20,,,,,,6.898e-15,,,2.422e-8,,1.432e-3,,6.930e-48,,2.535e+1,1.819e-5,1.263e-2,,,,9.453e-3,,,,,,,
201.29,3.813e+1,,,,,1.396e-32,2.076e-30,,,3.999e-41,,,3.225e-71,,1.019e-10,,,3.508e-5,1.532e-21,,,,,,2.187e-14,,,4.082e-9,,3.447e-4,,7.283e-48,,3.807e+1,1.558e-5,4.373e-2,,,,1.129e-2,,,,,,,
201.30,4.445e+1,,,,,1.245e-31,5.832e-31,,,2.513e-41,,,3.209e-71,,4.146e-10,,,8.328e-5,3.937e-22,,,,,,3.642e-14,,,1.568e-9,,1.582e-4,,7.460e-48,,4.436e+1,1.370e-5,7.614e-2,,,,1.154e-2,,,,,,,
201.32,5.387e+1,,,,,8.673e-30,4.026e-32,,,8.847e-42,,,3.177e-71,,6.012e-9,,,4.109e-4,2.273e-23,,,,,,8.847e-14,,,2.022e-10,,2.916e-5,,7.814e-48,,5.366e+1,9.448e-6,2.021e-1,,,,1.056e-2,,,,,,,
201.33,5.590e+1,,,,,6.775e-29,9.894e-33,,,5.083e-42,,,3.161e-71,,2.144e-8,,,8.539e-4,5.110e-24,,,,,,1.290e-13,,,6.795e-11,,1.171e-5,,7.990e-48,,5.558e+1,7.414e-6,3.080e-1,,,,9.454e-3,,,,,,,
201.35,5.345e+1,,,,,3.620e-27,5.229e-34,,,1.974e-42,,,3.129e-71,,2.389e-7,,,3.229e-3,2.258e-25,,,,,,2.401e-13,,,6.712e-12,,1.653e-6,,8.344e-48,,5.282e+1,4.186e-6,6.264e-1,,,,6.637e-3,,,,,,,
201.37,4.388e+1,,,,,1.621e-25,2.312e-35,,,1.517e-42,,,3.097e-71,,2.235e-6,,,1.023e-2,8.352e-27,,,,,,3.742e-13,,,5.548e-13,,1.952e-7,,8.698e-48,,4.280e+1,2.464e-6,1.067e+0,,,,3.956e-3,,,,,,,
201.38,3.772e+1,,,,,1.015e-24,4.548e-36,,,1.637e-42,,,3.081e-71,,6.402e-6,,,1.703e-2,1.502e-27,,,,,,4.370e-13,,,1.492e-13,,6.277e-8,,8.874e-48,,3.640e+1,2.179e-6,1.303e+0,,,,2.941e-3,,,,,,,
201.40,2.581e+1,,,,,3.485e-23,1.540e-37,,,2.000e-42,,,3.049e-71,,4.607e-5,,,4.133e-2,4.253e-29,,,,,,5.219e-13,,,9.442e-15,,5.677e-9,,9.228e-48,,2.406e+1,2.641e-6,1.700e+0,,,,1.950e-3,,,,,,,
201.42,1.788e+1,,,,,1.003e-21,4.361e-39,,,2.166e-42,,,3.017e-71,,2.784e-4,,,8.401e-2,1.007e-30,,,,,,5.219e-13,,,5.001e-16,,4.297e-10,,9.582e-48,,1.593e+1,4.305e-6,1.857e+0,,,,3.108e-3,,,,,,,
201.43,1.643e+1,,,,,5.036e-21,6.866e-40,,,2.117e-42,,,3.001e-71,,6.412e-4,,,1.121e-1,1.450e-31,,,,,,4.883e-13,,,1.077e-16,,1.106e-10,,9.758e-48,,1.450e+1,5.509e-6,1.817e+0,,,,5.065e-3,,,,,,,
201.45,2.037e+1,,,,,1.112e-19,1.489e-41,,,1.772e-42,,,2.970e-71,,2.984e-3,,,1.746e-1,2.629e-33,,,,,,3.742e-13,,,4.365e-18,,6.408e-12,,1.011e-47,,1.866e+1,8.387e-6,1.521e+0,,,,1.396e-2,,,,,,,
201.47,3.550e+1,,,,,2.057e-18,2.701e-43,,,1.242e-42,,,2.938e-71,,1.168e-2,,,2.279e-1,3.988e-35,,,,,,2.401e-13,,,1.481e-19,,3.108e-13,,1.047e-47,,3.416e+1,1.125e-5,1.067e+0,,,,3.370e-2,,,,,,,
201.48,4.762e+1,,,,,8.279e-18,3.403e-44,,,9.734e-43,,,2.922e-71,,2.165e-2,,,2.436e-1,4.595e-36,,,,,,1.799e-13,,,2.552e-20,,6.404e-14,,1.064e-47,,4.647e+1,1.237e-5,8.358e-1,,,,4.910e-2,,,,,,,
201.50,7.913e+1,,,,,1.175e-16,4.726e-46,,,5.234e-43,,,2.890e-71,,6.534e-2,,,2.443e-1,5.335e-38,,,,,,8.847e-14,,,6.631e-22,,2.378e-15,,1.100e-47,,7.828e+1,1.340e-5,4.491e-1,,,,9.134e-2,,,,,,,
201.52,1.132e+2,,,,,1.399e-15,5.493e-48,,,2.378e-43,,,2.858e-71,,1.660e-1,,,2.074e-1,5.183e-40,,,,,,3.642e-14,,,1.442e-23,,7.392e-17,,1.135e-47,,1.125e+2,1.249e-5,2.021e-1,,,,1.425e-1,,,,,,,
201.53,1.275e+2,,,,,4.516e-15,5.538e-49,,,1.531e-43,,,2.842e-71,,2.481e-1,,,1.813e-1,4.779e-41,,,,,,2.187e-14,,,1.988e-24,,1.219e-17,,1.153e-47,,1.267e+2,1.139e-5,1.268e-1,,,,1.666e-1,,,,,,,
201.55,1.430e+2,,,,,4.126e-14,4.927e-51,,,7.334e-44,,,2.810e-71,,4.876e-1,,,1.332e-1,3.554e-43,,,,,,6.898e-15,,,3.310e-26,,2.901e-19,,1.188e-47,,1.421e+2,8.505e-6,4.373e-2,,,,2.005e-1,,,,,,,
201.57,1.372e+2,,,,,3.162e-13,3.667e-53,,,9.233e-44,,,2.778e-71,,8.079e-1,,,1.163e-1,2.211e-45,,,,,,1.822e-15,,,4.610e-28,,5.779e-21,,1.223e-47,,1.361e+2,5.681e-6,1.263e-2,,,,2.055e-1,,,,,,,
201.58,1.275e+2,,,,,8.197e-13,2.959e-54,,,1.426e-43,,,2.762e-71,,9.758e-1,,,1.267e-1,1.632e-46,,,,,,8.763e-16,,,5.090e-29,,7.629e-22,,1.241e-47,,1.261e+2,4.606e-6,6.348e-3,,,,1.976e-1,,,,,,,
201.60,1.007e+2,,,,,4.833e-12,1.686e-56,,,3.607e-43,,,2.730e-71,,1.254e+0,,,1.903e-1,7.770e-49,,,,,,1.774e-16,,,5.428e-31,,1.163e-23,,1.276e-47,,9.912e+1,3.442e-6,1.405e-3,,,,1.716e-1,,,,,,,
201.62,7.486e+1,,,,,2.395e-11,8.039e-59,,,7.999e-43,,,2.699e-71,,1.362e+0,,,3.007e-1,3.097e-51,,,,,,3.008e-17,,,4.844e-33,,1.485e-25,,1.312e-47,,7.305e+1,3.563e-6,2.602e-4,,,,1.511e-1,,,,,,,
201.63,6.528e+1,,,,,5.000e-11,5.192e-60,,,1.117e-42,,,2.683e-71,,1.332e+0,,,3.630e-1,1.828e-52,,,,,,1.161e-17,,,4.281e-34,,1.569e-26,,1.329e-47,,6.343e+1,3.987e-6,1.048e-4,,,,1.482e-1,,,,,,,
201.65,5.522e+1,,,,,1.917e-10,1.895e-62,,,1.910e-42,,,2.651e-71,,1.126e+0,,,4.700e-1,5.577e-55,,,,,,1.710e-18,,,2.925e-36,,1.534e-28,,1.365e-47,,5.347e+1,5.193e-6,1.488e-5,,,,1.578e-1,,,,,,,
201.67,5.561e+1,,,,,6.216e-10,5.786e-65,,,2.739e-42,,,2.619e-71,,8.052e-1,,,5.128e-1,1.424e-57,,,,,,1.479e-18,,,1.673e-38,,1.254e-30,,1.400e-47,,5.412e+1,6.390e-6,1.769e-6,,,,1.757e-1,,,,,,,
201.68,5.794e+1,,,,,1.053e-9,2.991e-66,,,3.070e-42,,,2.603e-71,,6.399e-1,,,5.015e-1,6.727e-59,,,,,,3.164e-18,,,1.183e-39,,1.061e-31,,1.418e-47,,5.662e+1,6.837e-6,5.707e-7,,,,1.813e-1,,,,,,,
201.70,6.237e+1,,,,,2.678e-9,6.990e-69,,,3.383e-42,,,2.571e-71,,3.570e-1,,,4.200e-1,8.207e-59,,,,,,1.527e-17,,,5.180e-42,,6.646e-34,,1.453e-47,,6.141e+1,7.250e-6,5.199e-8,,,,1.756e-1,,,,,,,
201.72,6.223e+1,,,,,5.841e-9,6.939e-69,,,3.127e-42,,,2.539e-71,,1.689e-1,,,2.948e-1,9.687e-59,,,,,,6.276e-17,,,1.898e-44,,3.483e-36,,1.489e-47,,6.162e+1,6.960e-6,3.966e-9,,,3.278e-49,1.456e-1,,,,,,,
201.73,6.008e+1,,,,,8.163e-9,6.914e-69,,,2.816e-42,,,2.523e-71,,1.091e-1,,,2.311e-1,1.043e-58,,,,,,1.191e-16,,,1.075e-45,,2.359e-37,,1.506e-47,,5.962e+1,6.582e-6,1.025e-9,,,2.178e-47,1.245e-1,,,,,,,
201.75,5.415e+1,,,,,1.435e-8,6.863e-69,,,2.002e-42,,,2.491e-71,,4.030e-2,,,1.244e-1,1.191e-58,,,,,,3.755e-16,,,3.014e-48,,9.466e-40,,1.542e-47,,5.391e+1,5.556e-6,5.992e-11,,,9.345e-45,7.980e-2,,,,,,,
201.77,5.239e+1,,,,,2.205e-8,6.812e-69,,,1.195e-42,,,2.459e-71,,1.261e-2,,,5.607e-2,1.339e-58,,,,,,9.922e-16,,,7.075e-51,,3.179e-42,,1.577e-47,,5.228e+1,4.573e-6,2.933e-12,,,3.364e-42,4.293e-2,,,,,,,
201.78,5.581e+1,,,,,2.603e-8,6.787e-69,,,8.647e-43,,,2.443e-71,,6.628e-3,,,3.523e-2,1.413e-58,,,,,,1.509e-15,,,7.371e-51,,1.724e-43,,1.595e-47,,5.574e+1,4.257e-6,6.072e-13,,,5.974e-41,2.947e-2,,,,,,,
201.80,7.570e+1,,,,,3.296e-8,6.736e-69,,,3.975e-43,,,2.412e-71,,1.617e-3,,,1.218e-2,1.561e-58,,,,,,3.060e-15,,,7.963e-51,,4.433e-46,,1.630e-47,,7.568e+1,4.171e-6,2.278e-14,,,1.652e-38,1.216e-2,,,,,,,
201.81,9.289e+1,,,,,3.533e-8,6.711e-69,,,2.525e-43,,,2.396e-71,,7.502e-4,,,6.700e-3,1.635e-58,,,,,,4.078e-15,,,8.258e-51,,3.547e-46,,1.648e-47,,9.288e+1,4.395e-6,4.128e-15,,,2.572e-37,7.310e-3,,,,,,,
201.83,1.389e+2,,,,,3.675e-8,6.660e-69,,,8.944e-44,,,2.364e-71,,1.424e-4,,,1.776e-3,1.783e-58,,,,,,6.343e-15,,,8.850e-51,,1.776e-46,,1.683e-47,,1.389e+2,5.130e-6,1.187e-16,,,5.465e-35,2.314e-3,,,,,,,
201.85,1.884e+2,,,,,3.327e-8,6.609e-69,,,2.665e-44,,,2.332e-71,,2.286e-5,,,3.943e-4,1.931e-58,,,,,,8.267e-15,,,9.441e-51,,5.401e-49,,1.718e-47,,1.884e+2,5.705e-6,2.856e-18,,,9.741e-33,6.134e-4,,7.708e-45,,,,,
201.86,2.079e+2,,,,,2.998e-8,6.584e-69,,,1.364e-44,,,2.316e-71,,8.597e-6,,,1.739e-4,2.005e-58,,,,,,8.834e-15,,,9.737e-51,,1.190e-47,,1.736e-47,,2.079e+2,5.748e-6,4.146e-19,,,1.218e-31,2.956e-4,,1.626e-43,,,,,
201.88,2.244e+2,,,,,2.171e-8,6.533e-69,,,3.161e-45,1.925e-43,,2.284e-71,,1.070e-6,,,2.961e-5,2.153e-58,,,,,,8.834e-15,,,1.033e-50,,5.068e-45,,1.771e-47,,2.244e+2,5.193e-6,7.647e-21,,,1.667e-29,6.010e-5,,6.349e-41,,,,,
201.90,2.049e+2,,,,,1.342e-8,6.482e-69,,,7.900e-46,8.186e-41,,2.252e-71,,1.126e-7,,,4.223e-6,2.301e-58,,,,,,7.403e-15,,,1.092e-50,,1.811e-42,,1.807e-47,,2.049e+2,3.968e-6,1.181e-22,,,1.915e-27,1.024e-5,,2.079e-38,,,,,
201.91,1.837e+2,,,,,9.930e-9,6.456e-69,,,7.204e-46,1.581e-39,,2.236e-71,,3.507e-8,,,1.493e-6,2.375e-58,,,,,,6.343e-15,,,1.122e-50,,3.204e-41,,1.824e-47,,1.837e+2,3.250e-6,1.374e-23,,,1.922e-26,3.954e-6,,3.523e-37,,,,,
201.93,1.307e+2,,,,,4.796e-9,6.406e-69,,,2.773e-45,5.166e-37,,2.204e-71,,1.444e-8,,,1.632e-7,2.523e-58,,,,,,4.078e-15,,,1.181e-50,,8.798e-39,,1.860e-47,,1.307e+2,1.911e-6,1.626e-25,,,1.696e-24,5.164e-7,,8.867e-35,,,,,
201.95,8.133e+1,,,,,1.955e-9,6.355e-69,,,1.337e-44,1.417e-34,,2.172e-71,,1.259e-7,,,1.496e-8,2.671e-58,,,,,,2.197e-15,,,1.240e-50,,2.027e-36,,1.895e-47,,8.133e+1,9.424e-7,1.611e-27,,,1.256e-22,5.657e-8,,1.873e-32,,,,,
201.96,6.303e+1,,,,,1.170e-9,6.329e-69,,,2.765e-44,2.197e-33,,2.157e-71,,3.864e-7,,,4.237e-9,2.745e-58,,,,,,1.509e-15,,,1.269e-50,,2.881e-35,,1.913e-47,,6.303e+1,6.194e-7,1.501e-28,,,1.012e-21,1.767e-8,,2.548e-31,,,,,
201.98,4.381e+1,,,,,3.684e-10,6.279e-69,,,1.037e-43,4.632e-31,,2.125e-71,,3.197e-6,,,2.977e-10,2.893e-58,,,,,,6.240e-16,,,1.329e-50,,5.101e-33,,1.948e-47,,4.381e+1,2.344e-7,1.802e-30,,,5.756e-20,3.085e-9,,4.135e-29,,,,,
202.00,4.816e+1,,,,,9.741e-11,6.228e-69,,,3.262e-43,8.193e-29,,2.093e-71,,2.218e-5,,,1.752e-11,3.041e-58,,,,,,2.162e-16,,,1.388e-50,,7.578e-31,,1.984e-47,,4.816e+1,7.449e-8,8.261e-29,,,2.747e-18,1.235e-8,,5.632e-27,,,,,
202.01,5.809e+1,,,,,4.691e-11,6.202e-69,,,5.418e-43,1.020e-27,,2.077e-71,,5.468e-5,,,3.978e-12,3.115e-58,,,,,,1.191e-16,,,1.417e-50,,8.649e-30,,2.001e-47,,5.809e+1,3.959e-8,8.640e-28,,,1.777e-17,3.159e-8,,6.153e-26,,,,,
202.03,8.858e+1,,,,,9.538e-12,6.151e-69,,,1.311e-42,1.387e-25,,2.045e-71,,2.913e-4,,,1.795e-13,3.263e-58,,,,,,3.165e-17,,,1.476e-50,,9.876e-28,,2.037e-47,,8.858e+1,1.164e-8,8.287e-26,,,6.514e-16,1.836e-7,,6.440e-24,,,,,
202.05,1.227e+2,,,,,1.626e-12,6.101e-69,,,2.670e-42,1.582e-23,,2.013e-71,,1.301e-3,,,6.788e-15,3.411e-58,,,,,,7.049e-18,,,1.536e-50,,9.462e-26,,2.072e-47,,1.227e+2,1.057e-8,6.668e-24,,,2.004e-14,8.955e-7,,5.655e-22,,,,,
202.06,1.364e+2,,,,,6.287e-13,6.075e-69,,,3.577e-42,1.582e-22,,1.997e-71,,2.575e-3,,,1.235e-15,3.485e-58,,,,,,3.113e-18,,,1.565e-50,,8.672e-25,,2.090e-47,,1.364e+2,1.716e-8,5.601e-23,,,1.040e-13,1.851e-6,,4.962e-21,,,,,
202.08,1.483e+2,,,,,8.230e-14,6.024e-69,,,5.705e-42,1.388e-20,,1.965e-71,,8.832e-3,,,3.581e-17,3.633e-58,,,,,,5.320e-19,,,1.624e-50,,6.386e-23,,2.125e-47,,1.483e+2,5.145e-8,3.464e-21,,,2.458e-12,6.934e-6,,3.349e-19,,,,,
202.10,1.356e+2,,,,,9.031e-15,5.974e-69,,,7.936e-42,1.021e-18,,1.933e-71,,2.541e-2,,,8.696e-19,3.781e-58,,,,,,7.618e-20,,,1.683e-50,,3.945e-21,,2.160e-47,,1.356e+2,1.352e-7,1.797e-19,,,4.873e-11,2.178e-5,,1.896e-17,,,,,
202.11,1.214e+2,,,,,2.800e-15,5.948e-69,,,9.020e-42,8.199e-18,,1.917e-71,,4.033e-2,,,1.268e-19,3.855e-58,,,,,,2.698e-20,,,1.713e-50,,2.904e-20,,2.178e-47,,1.214e+2,2.055e-7,1.212e-18,,,2.031e-10,3.613e-5,,1.336e-16,,,,,
202.13,8.536e+1,,,,,2.357e-16,5.897e-69,,,1.133e-41,4.636e-16,,1.886e-71,,8.909e-2,,,2.362e-21,4.003e-58,,,,,,2.964e-21,,,1.772e-50,,1.379e-18,,2.213e-47,,8.527e+1,4.164e-7,4.834e-17,,,3.094e-9,8.713e-5,,5.815e-15,,,,,
202.15,5.041e+1,,,,,1.664e-17,5.846e-69,,,1.461e-41,2.200e-14,,1.854e-71,,1.650e-1,,,3.685e-23,4.151e-58,,,,,,2.729e-22,,,1.831e-50,,5.494e-17,,2.249e-47,,5.024e+1,7.103e-7,1.617e-15,,,3.953e-8,1.762e-4,,2.123e-13,,,,,
202.16,3.632e+1,,,,,4.136e-18,5.821e-69,,,1.694e-41,1.419e-13,,1.838e-71,,2.102e-1,,,4.307e-24,4.225e-58,,,,,,7.750e-23,,,1.861e-50,,3.247e-16,,2.266e-47,,3.611e+1,8.715e-7,8.759e-15,,,1.323e-7,2.346e-4,,1.201e-12,,,,,
202.18,1.668e+1,,,,,2.247e-19,5.770e-69,,,2.308e-41,5.175e-12,,1.806e-71,,2.989e-1,,,5.152e-26,4.373e-58,,,,,,5.474e-24,,,1.920e-50,,9.945e-15,,2.302e-47,,1.638e+1,1.170e-6,2.252e-13,,,1.299e-6,3.643e-4,,3.372e-11,,,,,
202.20,6.719e+0,,,,,2.420e-20,5.719e-69,,,3.005e-41,1.584e-10,,1.774e-71,,3.565e-1,,,5.163e-28,4.521e-58,,,,,,3.241e-25,,,1.979e-50,,2.555e-13,,2.337e-47,,6.362e+0,1.400e-6,4.860e-12,,,1.069e-5,4.744e-4,,7.939e-10,,,,,
202.21,4.213e+0,,,,,5.558e-20,5.694e-69,,,3.307e-41,8.203e-10,,1.758e-71,,3.644e-1,,,4.837e-29,4.595e-58,,,,,,7.380e-26,,,2.009e-50,,1.213e-12,,2.355e-47,,3.848e+0,1.504e-6,2.113e-11,,,2.873e-5,5.068e-4,,3.607e-9,,,,,
202.23,2.041e+0,,,,,6.830e-19,5.643e-69,,,3.659e-41,1.930e-8,,1.726e-71,,3.337e-1,,,3.717e-31,4.743e-58,,,,,,3.514e-27,,,2.068e-50,,2.395e-11,,2.390e-47,,1.706e+0,1.814e-6,3.504e-10,,,1.818e-4,5.068e-4,,6.528e-8,,,,,
202.25,1.896e+0,,,,,7.307e-18,5.592e-69,,,3.596e-41,3.808e-7,,1.694e-71,,2.562e-1,,,2.393e-33,4.891e-58,,,,,,4.315e-27,,,2.127e-50,,3.969e-10,,2.426e-47,,1.639e+0,2.498e-6,4.875e-9,,,9.649e-4,4.250e-4,,9.912e-7,,,,,
202.26,2.234e+0,,,,,2.238e-17,5.567e-69,,,3.434e-41,1.584e-6,,1.678e-71,,2.102e-1,,,1.797e-34,4.965e-58,,,,,,1.988e-26,,,2.157e-50,,1.513e-9,,2.443e-47,,2.021e+0,3.047e-6,1.702e-8,,,2.081e-3,3.643e-4,,3.616e-6,,,,,
202.28,3.457e+0,,,,,1.840e-16,5.516e-69,,,2.980e-41,2.403e-5,,1.646e-71,,1.239e-1,,,8.868e-37,5.113e-58,,,,,,3.917e-25,,,2.216e-50,,1.926e-8,,2.479e-47,,3.324e+0,4.525e-6,1.820e-7,,,8.487e-3,2.347e-4,,4.220e-5,,,,,
202.30,5.234e+0,,,,,1.269e-15,5.465e-69,,,2.498e-41,3.059e-4,,1.615e-71,,6.128e-2,,,3.667e-39,5.261e-58,,,,,,6.483e-24,,,2.275e-50,,2.059e-7,,2.514e-47,,5.143e+0,6.144e-6,1.633e-6,,,2.903e-2,1.279e-4,,4.132e-4,,,,,
202.31,6.253e+0,,,,,3.121e-15,5.440e-69,,,2.269e-41,1.022e-3,,1.599e-71,,4.033e-2,,,2.207e-40,5.335e-58,,,,,,2.470e-23,,,2.305e-50,,6.301e-7,,2.532e-47,,6.160e+0,6.792e-6,4.579e-6,,,5.027e-2,9.080e-5,,1.211e-3,,,,,
202.33,8.290e+0,,,,,1.655e-14,5.389e-69,,,1.820e-41,9.998e-3,,1.567e-71,,1.531e-2,,,6.998e-43,5.483e-58,,,,,,3.142e-22,,,2.364e-50,,5.175e-6,,2.567e-47,,8.124e+0,7.353e-6,3.157e-5,,,1.321e-1,6.373e-5,,9.109e-3,,,,,
202.34,9.178e+0,,,,,3.567e-14,5.364e-69,,,1.590e-41,2.928e-2,,1.551e-71,,8.832e-3,,,3.687e-44,5.557e-58,,,,,,1.049e-21,,,2.393e-50,,1.389e-5,,2.585e-47,,8.916e+0,7.181e-6,7.761e-5,,,2.006e-1,9.266e-5,,2.340e-2,,,,,
202.36,1.049e+1,,,,,1.453e-13,5.313e-69,,,1.123e-41,2.202e-1,,1.519e-71,,2.575e-3,,,8.965e-47,5.705e-58,,,,,,1.026e-20,,,2.452e-50,,8.765e-5,,2.620e-47,,9.725e+0,6.017e-6,4.112e-4,,,4.050e-1,4.169e-4,,1.353e-1,,,,,
202.38,1.193e+1,,,,,4.966e-13,5.262e-69,,,6.947e-42,1.389e+0,,1.487e-71,,6.294e-4,,,8.920e-47,5.853e-58,,,,,,8.421e-20,,,2.512e-50,,4.642e-4,,2.655e-47,,9.192e+0,4.248e-6,1.828e-3,,,6.861e-1,1.991e-3,,6.566e-1,,,,,
202.39,1.391e+1,,,,,8.596e-13,5.236e-69,,,5.161e-42,3.268e+0,,1.471e-71,,2.913e-4,,,8.898e-47,5.927e-58,,,,,,2.259e-19,,,2.541e-50,,1.000e-3,,2.673e-47,,8.439e+0,3.360e-6,3.609e-3,,,8.360e-1,4.104e-3,,1.354e+0,,,,,
202.41,2.833e+1,,,,,2.258e-12,5.186e-69,,,2.521e-42,1.585e+1,,1.439e-71,,5.468e-5,,,8.853e-47,6.075e-58,,,,,,1.425e-18,,,2.600e-50,,4.072e-3,,2.708e-47,,6.309e+0,1.947e-6,1.233e-2,,,1.088e+0,1.530e-2,,5.051e+0,,,,,
202.43,8.558e+1,,,,,4.975e-12,5.135e-69,,,1.040e-42,6.450e+1,,1.407e-71,,8.607e-6,,,8.808e-47,6.223e-58,,,,,,7.546e-18,,,2.659e-50,,1.391e-2,,2.744e-47,,3.999e+0,1.306e-6,3.535e-2,,,1.188e+0,4.788e-2,,1.580e+1,,,,,
202.44,1.523e+2,,,,,6.914e-12,5.109e-69,,,6.264e-43,1.218e+2,,1.391e-71,,3.197e-6,,,8.785e-47,6.297e-58,,,,,,1.626e-17,,,2.689e-50,,2.407e-2,,2.761e-47,,2.989e+0,1.346e-6,5.604e-2,,,1.162e+0,7.930e-2,,2.618e+1,,,,,
202.46,4.468e+2,,,,,1.171e-11,5.059e-69,,,1.993e-43,3.811e+2,,1.359e-71,,3.864e-7,,,8.741e-47,6.445e-58,,,,,,6.619e-17,,,2.748e-50,,6.318e-2,,2.797e-47,,1.468e+0,2.302e-6,1.236e-1,,,9.750e-1,1.907e-1,,6.295e+1,,,,,
202.48,1.129e+3,,,,,1.663e-11,5.008e-69,,,5.325e-44,1.000e+3,,1.328e-71,,3.916e-8,,,8.696e-47,6.593e-58,,,,,,2.262e-16,,,2.807e-50,,1.392e-1,,2.832e-47,,6.068e-1,4.707e-6,2.289e-1,,,6.861e-1,3.848e-1,,1.270e+2,,,,,
202.49,1.688e+3,,,,,1.856e-11,4.982e-69,,,2.577e-44,1.517e+3,,1.312e-71,,1.167e-8,,,8.673e-47,6.667e-58,,,,,,3.917e-16,,,2.837e-50,,1.934e-1,,2.850e-47,,3.655e-1,6.545e-6,2.920e-1,,,5.388e-1,5.118e-1,,1.689e+2,,,,,
202.51,3.324e+3,,,,,2.027e-11,4.931e-69,,,5.290e-45,3.060e+3,,1.280e-71,,9.082e-10,,,8.628e-47,6.815e-58,,,,,,1.030e-15,,,2.896e-50,,3.273e-1,,2.885e-47,,1.163e-1,1.147e-5,4.190e-1,,,2.913e-1,7.937e-1,,2.620e+2,,,,,
202.53,5.523e+3,,,,,1.856e-11,4.881e-69,,,9.111e-46,5.180e+3,,1.248e-71,,5.927e-11,,,8.583e-47,6.963e-58,,,,,,2.277e-15,,,2.955e-50,,4.650e-1,,2.921e-47,,3.110e-2,1.750e-5,5.137e-1,,,1.321e-1,1.033e+0,,3.409e+2,,,,,
