Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
240.75,5.866e-7,,5.866e-7
240.78,5.814e-8,,5.814e-8
240.8,1.162e-8,,1.162e-8
240.83,9.359e-10,,9.359e-10
240.85,1.629e-10,,1.629e-10
240.88,1.066e-11,,1.066e-11
240.9,1.615e-12,,1.615e-12
240.93,8.394e-14,,8.394e-14
241.99,9.221e-14,,9.221e-14
242.01,6.878e-13,,6.878e-13
242.03,5.290e-12,,5.290e-12
242.06,9.173e-11,,9.173e-11
242.08,5.710e-10,,5.710e-10
242.11,8.022e-9,,8.022e-9
242.13,4.369e-8,,4.369e-8
242.16,5.024e-7,,5.024e-7
242.18,2.394e-6,,2.394e-6
242.21,2.255e-5,,2.255e-5
242.23,9.413e-5,,9.413e-5
242.26,7.268e-4,,7.268e-4
242.28,2.658e-3,,2.658e-3
242.31,1.684e-2,,1.684e-2
242.33,5.398e-2,,5.398e-2
242.35,1.642e-1,,1.642e-1
242.38,7.898e-1,,7.898e-1
242.4,2.108e+0,,2.108e+0
242.43,8.338e+0,,8.338e+0
242.45,1.954e+1,,1.954e+1
242.48,6.362e+1,,6.362e+1
242.5,1.310e+2,,1.310e+2
242.53,3.513e+2,,3.513e+2
242.55,6.357e+2,,6.357e+2
242.58,1.405e+3,,1.405e+3
242.6,2.236e+3,,2.236e+3
242.63,4.074e+3,,4.074e+3
242.65,5.700e+3,,5.700e+3
242.67,7.575e+3,,7.575e+3
242.7,1.054e+4,,1.054e+4
242.72,1.231e+4,,1.231e+4
242.75,1.412e+4,,1.412e+4
242.77,1.450e+4,,1.450e+4
242.8,1.370e+4,,1.370e+4
242.82,1.236e+4,,1.236e+4
242.85,9.610e+3,,9.610e+3
242.87,7.615e+3,,7.615e+3
242.9,4.871e+3,,4.871e+3
242.92,3.388e+3,,3.388e+3
242.95,1.781e+3,,1.781e+3
242.97,1.087e+3,,1.087e+3
242.99,6.289e+2,,6.289e+2
243.02,2.509e+2,,2.509e+2
243.04,1.273e+2,,1.273e+2
243.07,4.165e+1,,4.165e+1
243.09,1.851e+1,,1.851e+1
243.12,4.966e+0,,4.966e+0
243.14,1.933e+0,,1.933e+0
243.17,4.248e-1,,4.248e-1
243.19,1.449e-1,,1.449e-1
243.22,2.737e-2,,2.737e-2
243.24,1.202e-2,,1.202e-2
243.27,2.331e-2,,2.331e-2
243.29,6.314e-2,,6.314e-2
243.31,1.706e-1,,1.706e-1
243.34,7.043e-1,,7.043e-1
243.36,1.724e+0,,1.724e+0
243.39,6.143e+0,,6.143e+0
243.41,1.367e+1,,1.367e+1
243.44,4.235e+1,,4.235e+1
243.46,8.588e+1,,8.588e+1
243.49,2.307e+2,,2.307e+2
243.51,4.242e+2,,4.242e+2
243.54,9.786e+2,,9.786e+2
243.56,1.619e+3,,1.619e+3
243.59,3.170e+3,,3.170e+3
243.61,4.686e+3,,4.686e+3
243.63,6.614e+3,,6.614e+3
243.66,1.015e+4,,1.015e+4
243.68,1.273e+4,,1.273e+4
243.71,1.635e+4,,1.635e+4
243.73,1.819e+4,,1.819e+4
243.76,1.952e+4,,1.952e+4
243.78,1.928e+4,,1.928e+4
243.81,1.731e+4,,1.731e+4
243.83,1.519e+4,,1.519e+4
243.86,1.143e+4,,1.143e+4
243.88,8.938e+3,,8.938e+3
243.91,5.702e+3,,5.702e+3
243.93,4.036e+3,,4.036e+3
243.95,2.790e+3,,2.790e+3
243.98,1.612e+3,,1.612e+3
244,1.182e+3,,1.182e+3
244.03,8.717e+2,,8.717e+2
244.05,7.888e+2,,7.888e+2
244.08,7.293e+2,,7.293e+2
244.1,6.910e+2,,6.910e+2
244.13,6.047e+2,,6.047e+2
244.15,5.271e+2,,5.271e+2
244.18,3.949e+2,,3.949e+2
244.2,3.074e+2,,3.074e+2
244.23,1.931e+2,,1.931e+2
244.25,1.334e+2,,1.334e+2
244.27,8.781e+1,,8.781e+1
244.3,4.292e+1,,4.292e+1
244.32,2.533e+1,,2.533e+1
244.35,1.168e+1,,1.168e+1
244.37,8.629e+0,,8.629e+0
244.4,1.140e+1,,1.140e+1
244.42,1.871e+1,,1.871e+1
244.45,4.112e+1,,4.112e+1
244.47,6.640e+1,,6.640e+1
244.5,1.239e+2,,1.239e+2
244.52,1.757e+2,,1.757e+2
244.54,2.364e+2,,2.364e+2
244.57,3.337e+2,,3.337e+2
244.59,3.928e+2,,3.928e+2
244.62,4.540e+2,,4.540e+2
244.64,4.679e+2,,4.679e+2
244.67,4.433e+2,,4.433e+2
244.69,4.006e+2,,4.006e+2
244.72,3.135e+2,,3.135e+2
244.74,2.520e+2,,2.520e+2
244.77,1.737e+2,,1.737e+2
244.79,1.382e+2,,1.382e+2
244.82,1.159e+2,,1.159e+2
244.84,1.214e+2,,1.214e+2
244.86,1.405e+2,,1.405e+2
244.89,1.874e+2,,1.874e+2
244.91,2.255e+2,,2.255e+2
244.94,2.900e+2,,2.900e+2
244.96,3.456e+2,,3.456e+2
244.99,4.941e+2,,4.941e+2
245.01,6.933e+2,,6.933e+2
245.04,1.307e+3,,1.307e+3
245.06,2.060e+3,,2.060e+3
245.09,3.968e+3,,3.968e+3
245.11,5.886e+3,,5.886e+3
245.14,9.780e+3,,9.780e+3
245.16,1.292e+4,,1.292e+4
245.18,1.625e+4,,1.625e+4
245.21,2.091e+4,,2.091e+4
245.23,2.326e+4,,2.326e+4
245.26,2.493e+4,,2.493e+4
245.28,2.459e+4,,2.459e+4
245.31,2.208e+4,,2.208e+4
245.33,1.941e+4,,1.941e+4
245.36,1.470e+4,,1.470e+4
245.38,1.156e+4,,1.156e+4
245.41,7.437e+3,,7.437e+3
245.43,5.255e+3,,5.255e+3
245.46,2.886e+3,,2.886e+3
245.48,1.838e+3,,1.838e+3
245.5,1.123e+3,,1.123e+3
245.53,4.971e+2,,4.971e+2
245.55,2.761e+2,,2.761e+2
245.58,1.127e+2,,1.127e+2
245.6,6.921e+1,,6.921e+1
245.63,5.882e+1,,5.882e+1
245.65,7.763e+1,,7.763e+1
245.68,1.404e+2,,1.404e+2
245.7,2.067e+2,,2.067e+2
245.73,3.440e+2,,3.440e+2
245.75,4.574e+2,,4.574e+2
245.78,6.433e+2,,6.433e+2
245.8,7.612e+2,,7.612e+2
245.82,8.580e+2,,8.580e+2
245.85,9.364e+2,,9.364e+2
245.87,9.326e+2,,9.326e+2
245.9,8.431e+2,,8.431e+2
245.92,7.397e+2,,7.397e+2
245.95,5.523e+2,,5.523e+2
245.97,4.267e+2,,4.267e+2
246,2.647e+2,,2.647e+2
246.02,1.830e+2,,1.830e+2
246.05,1.026e+2,,1.026e+2
246.07,7.380e+1,,7.380e+1
246.1,5.886e+1,,5.886e+1
246.12,6.213e+1,,6.213e+1
246.14,7.184e+1,,7.184e+1
246.17,9.144e+1,,9.144e+1
246.19,1.037e+2,,1.037e+2
246.22,1.152e+2,,1.152e+2
246.24,1.163e+2,,1.163e+2
246.27,1.079e+2,,1.079e+2
246.29,9.767e+1,,9.767e+1
246.32,8.272e+1,,8.272e+1
246.34,7.995e+1,,7.995e+1
246.37,1.050e+2,,1.050e+2
246.39,1.577e+2,,1.577e+2
246.42,3.320e+2,,3.320e+2
246.44,5.425e+2,,5.425e+2
246.46,8.543e+2,,8.543e+2
246.49,1.546e+3,,1.546e+3
246.51,2.155e+3,,2.155e+3
246.54,3.221e+3,,3.221e+3
246.56,3.947e+3,,3.947e+3
246.59,4.859e+3,,4.859e+3
246.61,5.234e+3,,5.234e+3
246.64,5.314e+3,,5.314e+3
246.66,5.038e+3,,5.038e+3
246.69,4.233e+3,,4.233e+3
246.71,3.545e+3,,3.545e+3
246.74,2.486e+3,,2.486e+3
246.76,1.855e+3,,1.855e+3
246.78,1.328e+3,,1.328e+3
246.81,7.506e+2,,7.506e+2
246.83,4.934e+2,,4.934e+2
246.86,2.513e+2,,2.513e+2
246.88,1.566e+2,,1.566e+2
246.91,7.504e+1,,7.504e+1
246.93,4.535e+1,,4.535e+1
246.96,2.193e+1,,2.193e+1
246.98,1.566e+1,,1.566e+1
247.01,1.794e+1,,1.794e+1
247.03,2.890e+1,,2.890e+1
247.06,6.778e+1,,6.778e+1
247.08,1.166e+2,,1.166e+2
247.1,1.916e+2,,1.916e+2
247.13,3.673e+2,,3.673e+2
247.15,5.315e+2,,5.315e+2
247.18,8.400e+2,,8.400e+2
247.2,1.069e+3,,1.069e+3
247.23,1.394e+3,,1.394e+3
247.25,1.562e+3,,1.562e+3
247.28,1.687e+3,,1.687e+3
247.3,1.668e+3,,1.668e+3
247.33,1.497e+3,,1.497e+3
247.35,1.311e+3,,1.311e+3
247.38,9.834e+2,,9.834e+2
247.4,7.664e+2,,7.664e+2
247.42,5.709e+2,,5.709e+2
247.45,3.380e+2,,3.380e+2
247.47,2.258e+2,,2.258e+2
247.5,1.140e+2,,1.140e+2
247.52,6.861e+1,,6.861e+1
247.55,2.969e+1,,2.969e+1
247.57,1.615e+1,,1.615e+1
247.6,6.093e+0,,6.093e+0
247.62,3.202e+0,,3.202e+0
247.65,1.833e+0,,1.833e+0
247.67,2.290e+0,,2.290e+0
247.7,5.209e+0,,5.209e+0
247.72,9.325e+0,,9.325e+0
247.74,1.605e+1,,1.605e+1
247.77,3.302e+1,,3.302e+1
247.79,5.007e+1,,5.007e+1
247.82,8.482e+1,,8.482e+1
247.84,1.129e+2,,1.129e+2
247.87,1.574e+2,,1.574e+2
247.89,1.840e+2,,1.840e+2
247.92,2.109e+2,,2.109e+2
247.94,2.165e+2,,2.165e+2
247.97,2.042e+2,,2.042e+2
247.99,1.840e+2,,1.840e+2
248.02,1.427e+2,,1.427e+2
248.04,1.129e+2,,1.129e+2
248.06,8.482e+1,,8.482e+1
248.09,5.007e+1,,5.007e+1
248.11,3.302e+1,,3.302e+1
248.14,1.604e+1,,1.604e+1
248.16,9.286e+0,,9.286e+0
248.19,3.728e+0,,3.728e+0
248.21,1.942e+0,,1.942e+0
248.24,8.756e-1,,8.756e-1
248.26,9.268e-1,,9.268e-1
248.29,2.463e+0,,2.463e+0
248.31,5.357e+0,,5.357e+0
248.34,1.612e+1,,1.612e+1
248.36,3.159e+1,,3.159e+1
248.38,5.879e+1,,5.879e+1
248.41,1.355e+2,,1.355e+2
248.43,2.215e+2,,2.215e+2
248.46,4.205e+2,,4.205e+2
248.48,6.041e+2,,6.041e+2
248.51,9.444e+2,,9.444e+2
248.53,1.193e+3,,1.193e+3
248.56,1.536e+3,,1.536e+3
248.58,1.706e+3,,1.706e+3
248.61,1.816e+3,,1.816e+3
248.63,1.779e+3,,1.779e+3
248.66,1.580e+3,,1.580e+3
248.68,1.385e+3,,1.385e+3
248.7,1.174e+3,,1.174e+3
248.73,8.826e+2,,8.826e+2
248.75,7.313e+2,,7.313e+2
248.78,5.815e+2,,5.815e+2
248.8,5.264e+2,,5.264e+2
248.83,4.911e+2,,4.911e+2
248.85,4.918e+2,,4.918e+2
248.88,5.351e+2,,5.351e+2
248.9,6.078e+2,,6.078e+2
248.93,8.203e+2,,8.203e+2
248.95,1.050e+3,,1.050e+3
248.98,1.528e+3,,1.528e+3
249,1.912e+3,,1.912e+3
249.02,2.308e+3,,2.308e+3
249.05,2.820e+3,,2.820e+3
249.07,3.036e+3,,3.036e+3
249.1,3.087e+3,,3.087e+3
249.12,2.930e+3,,2.930e+3
249.15,2.461e+3,,2.461e+3
249.17,2.054e+3,,2.054e+3
249.2,1.422e+3,,1.422e+3
249.22,1.044e+3,,1.044e+3
249.25,5.956e+2,,5.956e+2
249.27,3.842e+2,,3.842e+2
249.3,1.807e+2,,1.807e+2
249.32,1.025e+2,,1.025e+2
249.34,5.518e+1,,5.518e+1
249.37,1.980e+1,,1.980e+1
249.39,9.373e+0,,9.373e+0
249.42,2.775e+0,,2.775e+0
249.44,1.164e+0,,1.164e+0
249.47,3.398e-1,,3.398e-1
249.49,2.750e-1,,2.750e-1
249.52,8.066e-1,,8.066e-1
249.54,2.035e+0,,2.035e+0
249.57,7.637e+0,,7.637e+0
249.59,1.734e+1,,1.734e+1
249.62,5.386e+1,,5.386e+1
249.64,1.076e+2,,1.076e+2
249.66,2.041e+2,,2.041e+2
249.69,4.847e+2,,4.847e+2
249.71,8.090e+2,,8.090e+2
249.74,1.585e+3,,1.585e+3
249.76,2.328e+3,,2.328e+3
249.79,3.763e+3,,3.763e+3
249.81,4.862e+3,,4.862e+3
249.84,6.487e+3,,6.487e+3
249.86,7.373e+3,,7.373e+3
249.89,8.117e+3,,8.117e+3
249.91,8.117e+3,,8.117e+3
249.93,7.711e+3,,7.711e+3
249.96,6.487e+3,,6.487e+3
249.98,5.422e+3,,5.422e+3
250.01,3.763e+3,,3.763e+3
250.03,2.767e+3,,2.767e+3
250.06,1.585e+3,,1.585e+3
250.08,1.025e+3,,1.025e+3
250.11,4.847e+2,,4.847e+2
250.13,2.758e+2,,2.758e+2
250.16,1.076e+2,,1.076e+2
250.18,5.386e+1,,5.386e+1
250.21,1.734e+1,,1.734e+1
250.23,7.636e+0,,7.636e+0
250.25,3.196e+0,,3.196e+0
250.28,7.873e-1,,7.873e-1
250.3,2.938e-1,,2.938e-1
250.33,8.311e-2,,8.311e-2
250.35,9.013e-2,,9.013e-2
250.38,3.251e-1,,3.251e-1
250.4,8.276e-1,,8.276e-1
250.43,3.093e+0,,3.093e+0
250.45,6.996e+0,,6.996e+0
250.48,2.164e+1,,2.164e+1
250.5,4.310e+1,,4.310e+1
250.53,1.102e+2,,1.102e+2
250.55,1.934e+2,,1.934e+2
250.57,3.225e+2,,3.225e+2
250.6,6.315e+2,,6.315e+2
250.62,9.277e+2,,9.277e+2
250.65,1.502e+3,,1.502e+3
250.67,1.944e+3,,1.944e+3
250.7,2.601e+3,,2.601e+3
250.72,2.965e+3,,2.965e+3
250.75,3.282e+3,,3.282e+3
250.77,3.295e+3,,3.295e+3
250.8,3.016e+3,,3.016e+3
250.82,2.668e+3,,2.668e+3
250.85,2.019e+3,,2.019e+3
250.87,1.574e+3,,1.574e+3
250.89,1.166e+3,,1.166e+3
250.92,6.763e+2,,6.763e+2
250.94,4.415e+2,,4.415e+2
250.97,2.118e+2,,2.118e+2
250.99,1.219e+2,,1.219e+2
251.02,4.841e+1,,4.841e+1
251.04,2.465e+1,,2.465e+1
251.07,8.549e+0,,8.549e+0
251.09,4.776e+0,,4.776e+0
251.12,4.874e+0,,4.874e+0
251.14,8.503e+0,,8.503e+0
251.17,2.229e+1,,2.229e+1
251.19,4.080e+1,,4.080e+1
251.21,7.116e+1,,7.116e+1
251.24,1.492e+2,,1.492e+2
251.26,2.296e+2,,2.296e+2
251.29,3.988e+2,,3.988e+2
251.31,5.415e+2,,5.415e+2
251.34,7.826e+2,,7.826e+2
251.36,9.443e+2,,9.443e+2
251.39,1.160e+3,,1.160e+3
251.41,1.280e+3,,1.280e+3
251.44,1.453e+3,,1.453e+3
251.46,1.608e+3,,1.608e+3
251.49,2.017e+3,,2.017e+3
251.51,2.479e+3,,2.479e+3
251.53,3.136e+3,,3.136e+3
251.56,4.484e+3,,4.484e+3
251.58,5.554e+3,,5.554e+3
251.61,7.170e+3,,7.170e+3
251.63,8.066e+3,,8.066e+3
251.66,8.837e+3,,8.837e+3
251.68,8.863e+3,,8.863e+3
251.71,8.176e+3,,8.176e+3
251.73,7.340e+3,,7.340e+3
251.76,5.811e+3,,5.811e+3
251.78,4.784e+3,,4.784e+3
251.81,3.464e+3,,3.464e+3
251.83,2.806e+3,,2.806e+3
251.85,2.343e+3,,2.343e+3
251.88,1.989e+3,,1.989e+3
251.9,1.946e+3,,1.946e+3
251.93,2.086e+3,,2.086e+3
251.95,2.263e+3,,2.263e+3
251.98,2.551e+3,,2.551e+3
252,2.699e+3,,2.699e+3
252.03,2.771e+3,,2.771e+3
252.05,2.696e+3,,2.696e+3
252.08,2.404e+3,,2.404e+3
252.1,2.125e+3,,2.125e+3
252.13,1.664e+3,,1.664e+3
252.15,1.382e+3,,1.382e+3
252.17,1.151e+3,,1.151e+3
252.2,9.258e+2,,9.258e+2
252.22,8.529e+2,,8.529e+2
252.25,8.216e+2,,8.216e+2
252.27,8.221e+2,,8.221e+2
252.3,8.072e+2,,8.072e+2
252.32,7.692e+2,,7.692e+2
252.35,6.633e+2,,6.633e+2
252.37,5.677e+2,,5.677e+2
252.4,4.107e+2,,4.107e+2
252.42,3.113e+2,,3.113e+2
252.45,1.874e+2,,1.874e+2
252.47,1.261e+2,,1.261e+2
252.49,8.203e+1,,8.203e+1
252.52,4.436e+1,,4.436e+1
252.54,3.565e+1,,3.565e+1
252.57,4.568e+1,,4.568e+1
252.59,6.947e+1,,6.947e+1
252.62,1.376e+2,,1.376e+2
252.64,2.093e+2,,2.093e+2
252.67,3.600e+2,,3.600e+2
252.69,4.860e+2,,4.860e+2
252.72,6.943e+2,,6.943e+2
252.74,8.272e+2,,8.272e+2
252.77,9.796e+2,,9.796e+2
252.79,1.030e+3,,1.030e+3
252.81,1.030e+3,,1.030e+3
252.84,9.376e+2,,9.376e+2
252.86,8.273e+2,,8.273e+2
252.89,6.245e+2,,6.245e+2
252.91,4.867e+2,,4.867e+2
252.94,3.068e+2,,3.068e+2
252.96,2.154e+2,,2.154e+2
252.99,1.295e+2,,1.295e+2
253.01,1.089e+2,,1.089e+2
253.04,1.432e+2,,1.432e+2
253.06,2.229e+2,,2.229e+2
253.09,4.673e+2,,4.673e+2
253.11,7.445e+2,,7.445e+2
253.13,1.139e+3,,1.139e+3
253.16,1.986e+3,,1.986e+3
253.18,2.723e+3,,2.723e+3
253.21,4.036e+3,,4.036e+3
253.23,4.986e+3,,4.986e+3
253.26,6.373e+3,,6.373e+3
253.28,7.182e+3,,7.182e+3
253.31,8.105e+3,,8.105e+3
253.33,8.499e+3,,8.499e+3
253.36,8.781e+3,,8.781e+3
253.38,8.815e+3,,8.815e+3
253.41,8.758e+3,,8.758e+3
253.43,8.722e+3,,8.722e+3
253.45,8.734e+3,,8.734e+3
253.48,8.876e+3,,8.876e+3
253.5,9.031e+3,,9.031e+3
253.53,9.256e+3,,9.256e+3
253.55,9.330e+3,,9.330e+3
253.58,9.264e+3,,9.264e+3
253.6,9.132e+3,,9.132e+3
253.63,8.980e+3,,8.980e+3
253.65,9.053e+3,,9.053e+3
253.68,9.612e+3,,9.612e+3
253.7,1.030e+4,,1.030e+4
253.73,1.158e+4,,1.158e+4
253.75,1.237e+4,,1.237e+4
253.77,1.289e+4,,1.289e+4
253.8,1.285e+4,,1.285e+4
253.82,1.217e+4,,1.217e+4
253.85,1.031e+4,,1.031e+4
253.87,8.700e+3,,8.700e+3
253.9,6.160e+3,,6.160e+3
253.92,4.604e+3,,4.604e+3
253.95,2.717e+3,,2.717e+3
253.97,1.805e+3,,1.805e+3
254,9.240e+2,,9.240e+2
254.02,6.093e+2,,6.093e+2
254.05,4.703e+2,,4.703e+2
254.07,5.851e+2,,5.851e+2
254.09,8.840e+2,,8.840e+2
254.12,1.768e+3,,1.768e+3
254.14,2.729e+3,,2.729e+3
254.17,4.849e+3,,4.849e+3
254.19,6.738e+3,,6.738e+3
254.22,1.016e+4,,1.016e+4
254.24,1.265e+4,,1.265e+4
254.27,1.618e+4,,1.618e+4
254.29,1.804e+4,,1.804e+4
254.32,1.955e+4,,1.955e+4
254.34,1.952e+4,,1.952e+4
254.37,1.791e+4,,1.791e+4
254.39,1.598e+4,,1.598e+4
254.41,1.364e+4,,1.364e+4
254.44,9.867e+3,,9.867e+3
254.46,7.513e+3,,7.513e+3
254.49,4.592e+3,,4.592e+3
254.51,3.138e+3,,3.138e+3
254.54,1.673e+3,,1.673e+3
254.56,1.097e+3,,1.097e+3
254.59,6.814e+2,,6.814e+2
254.61,6.373e+2,,6.373e+2
254.64,8.781e+2,,8.781e+2
254.66,1.265e+3,,1.265e+3
254.69,2.281e+3,,2.281e+3
254.71,3.316e+3,,3.316e+3
254.73,4.666e+3,,4.666e+3
254.76,7.234e+3,,7.234e+3
254.78,9.176e+3,,9.176e+3
254.81,1.202e+4,,1.202e+4
254.83,1.358e+4,,1.358e+4
254.86,1.489e+4,,1.489e+4
254.88,1.493e+4,,1.493e+4
254.91,1.371e+4,,1.371e+4
254.93,1.223e+4,,1.223e+4
254.96,9.533e+3,,9.533e+3
254.98,7.736e+3,,7.736e+3
255.01,5.509e+3,,5.509e+3
255.03,4.500e+3,,4.500e+3
255.05,3.914e+3,,3.914e+3
255.08,3.752e+3,,3.752e+3
255.1,4.002e+3,,4.002e+3
255.13,4.638e+3,,4.638e+3
255.15,5.069e+3,,5.069e+3
255.18,5.487e+3,,5.487e+3
255.2,5.531e+3,,5.531e+3
255.23,5.218e+3,,5.218e+3
255.25,4.803e+3,,4.803e+3
255.28,4.006e+3,,4.006e+3
255.3,3.446e+3,,3.446e+3
255.33,2.683e+3,,2.683e+3
255.35,2.273e+3,,2.273e+3
255.37,1.967e+3,,1.967e+3
255.4,1.747e+3,,1.747e+3
255.42,1.806e+3,,1.806e+3
255.45,2.341e+3,,2.341e+3
255.47,3.114e+3,,3.114e+3
255.5,5.146e+3,,5.146e+3
255.52,7.213e+3,,7.213e+3
255.55,1.149e+4,,1.149e+4
255.57,1.506e+4,,1.506e+4
255.6,2.116e+4,,2.116e+4
255.62,2.541e+4,,2.541e+4
255.64,2.954e+4,,2.954e+4
255.67,3.509e+4,,3.509e+4
255.69,3.826e+4,,3.826e+4
255.72,4.227e+4,,4.227e+4
255.74,4.459e+4,,4.459e+4
255.77,4.773e+4,,4.773e+4
255.79,4.953e+4,,4.953e+4
255.82,5.136e+4,,5.136e+4
255.84,5.162e+4,,5.162e+4
255.87,4.996e+4,,4.996e+4
255.89,4.731e+4,,4.731e+4
255.92,4.124e+4,,4.124e+4
255.94,3.616e+4,,3.616e+4
255.96,3.067e+4,,3.067e+4
255.99,2.251e+4,,2.251e+4
256.01,1.759e+4,,1.759e+4
256.04,1.149e+4,,1.149e+4
256.06,8.441e+3,,8.441e+3
256.09,5.436e+3,,5.436e+3
256.11,4.463e+3,,4.463e+3
256.14,4.546e+3,,4.546e+3
256.16,5.681e+3,,5.681e+3
256.19,9.167e+3,,9.167e+3
256.21,1.275e+4,,1.275e+4
256.24,1.993e+4,,1.993e+4
256.26,2.560e+4,,2.560e+4
256.28,3.154e+4,,3.154e+4
256.31,3.969e+4,,3.969e+4
256.33,4.375e+4,,4.375e+4
256.36,4.653e+4,,4.653e+4
256.38,4.588e+4,,4.588e+4
256.41,4.148e+4,,4.148e+4
256.43,3.689e+4,,3.689e+4
256.46,2.893e+4,,2.893e+4
256.48,2.367e+4,,2.367e+4
256.51,1.675e+4,,1.675e+4
256.53,1.301e+4,,1.301e+4
256.56,8.692e+3,,8.692e+3
256.58,6.550e+3,,6.550e+3
256.6,4.873e+3,,4.873e+3
256.63,3.038e+3,,3.038e+3
256.65,2.174e+3,,2.174e+3
256.68,1.309e+3,,1.309e+3
256.7,9.698e+2,,9.698e+2
256.73,7.420e+2,,7.420e+2
256.75,7.323e+2,,7.323e+2
256.78,8.537e+2,,8.537e+2
256.8,9.810e+2,,9.810e+2
256.83,1.173e+3,,1.173e+3
256.85,1.271e+3,,1.271e+3
256.88,1.347e+3,,1.347e+3
256.9,1.353e+3,,1.353e+3
256.92,1.338e+3,,1.338e+3
256.95,1.321e+3,,1.321e+3
256.97,1.339e+3,,1.339e+3
257,1.437e+3,,1.437e+3
257.02,1.543e+3,,1.543e+3
257.05,1.725e+3,,1.725e+3
257.07,1.829e+3,,1.829e+3
257.1,1.910e+3,,1.910e+3
257.12,1.899e+3,,1.899e+3
257.15,1.790e+3,,1.790e+3
257.17,1.676e+3,,1.676e+3
257.2,1.520e+3,,1.520e+3
257.22,1.513e+3,,1.513e+3
257.24,1.739e+3,,1.739e+3
257.27,3.209e+3,,3.209e+3
257.29,5.937e+3,,5.937e+3
257.32,1.629e+4,,1.629e+4
257.34,3.141e+4,,3.141e+4
257.37,7.827e+4,,7.827e+4
257.39,1.360e+5,,1.360e+5
257.42,2.853e+5,,2.853e+5
257.44,4.402e+5,,4.402e+5
257.47,7.710e+5,,7.710e+5
257.49,1.055e+6,,1.055e+6
257.52,1.542e+6,,1.542e+6
257.54,1.870e+6,,1.870e+6
257.56,2.161e+6,,2.161e+6
257.59,2.453e+6,,2.453e+6
257.61,2.513e+6,,2.513e+6
257.64,2.381e+6,,2.381e+6
257.66,2.162e+6,,2.162e+6
257.69,1.710e+6,,1.710e+6
257.71,1.378e+6,,1.378e+6
257.74,9.114e+5,,9.114e+5
257.76,6.528e+5,,6.528e+5
257.79,3.639e+5,,3.639e+5
257.81,2.342e+5,,2.342e+5
257.84,1.138e+5,,1.138e+5
257.86,6.874e+4,,6.874e+4
257.88,4.169e+4,,4.169e+4
257.91,2.085e+4,,2.085e+4
257.93,1.397e+4,,1.397e+4
257.96,8.299e+3,,8.299e+3
257.98,6.011e+3,,6.011e+3
258.01,3.653e+3,,3.653e+3
258.03,2.557e+3,,2.557e+3
258.06,1.464e+3,,1.464e+3
258.08,1.051e+3,,1.051e+3
258.11,8.303e+2,,8.303e+2
258.13,9.125e+2,,9.125e+2
258.16,1.331e+3,,1.331e+3
258.18,1.779e+3,,1.779e+3
258.2,2.332e+3,,2.332e+3
258.23,3.274e+3,,3.274e+3
258.25,3.906e+3,,3.906e+3
258.28,4.736e+3,,4.736e+3
258.3,5.153e+3,,5.153e+3
258.33,5.545e+3,,5.545e+3
258.35,5.679e+3,,5.679e+3
258.38,5.810e+3,,5.810e+3
258.4,5.933e+3,,5.933e+3
258.43,6.290e+3,,6.290e+3
258.45,6.664e+3,,6.664e+3
258.48,7.372e+3,,7.372e+3
258.5,7.854e+3,,7.854e+3
258.52,8.254e+3,,8.254e+3
258.55,8.534e+3,,8.534e+3
258.57,8.432e+3,,8.432e+3
258.6,7.822e+3,,7.822e+3
258.62,7.166e+3,,7.166e+3
258.65,6.001e+3,,6.001e+3
258.67,5.249e+3,,5.249e+3
258.7,4.423e+3,,4.423e+3
258.72,4.218e+3,,4.218e+3
258.75,4.646e+3,,4.646e+3
258.77,5.523e+3,,5.523e+3
258.8,7.837e+3,,7.837e+3
258.82,1.005e+4,,1.005e+4
258.84,1.275e+4,,1.275e+4
258.87,1.746e+4,,1.746e+4
258.89,2.076e+4,,2.076e+4
258.92,2.542e+4,,2.542e+4
258.94,2.798e+4,,2.798e+4
258.97,3.059e+4,,3.059e+4
258.99,3.146e+4,,3.146e+4
259.02,3.191e+4,,3.191e+4
259.04,3.238e+4,,3.238e+4
259.07,3.604e+4,,3.604e+4
259.09,4.325e+4,,4.325e+4
259.12,6.945e+4,,6.945e+4
259.14,1.045e+5,,1.045e+5
259.16,1.612e+5,,1.612e+5
259.19,3.036e+5,,3.036e+5
259.21,4.463e+5,,4.463e+5
259.24,7.384e+5,,7.384e+5
259.26,9.778e+5,,9.778e+5
259.29,1.367e+6,,1.367e+6
259.31,1.613e+6,,1.613e+6
259.34,1.891e+6,,1.891e+6
259.36,1.982e+6,,1.982e+6
259.39,1.946e+6,,1.946e+6
259.41,1.811e+6,,1.811e+6
259.44,1.488e+6,,1.488e+6
259.46,1.230e+6,,1.230e+6
259.48,9.702e+5,,9.702e+5
259.51,6.215e+5,,6.215e+5
259.53,4.355e+5,,4.355e+5
259.56,2.339e+5,,2.339e+5
259.58,1.460e+5,,1.460e+5
259.61,6.625e+4,,6.625e+4
259.63,3.731e+4,,3.731e+4
259.66,1.530e+4,,1.530e+4
259.68,8.948e+3,,8.948e+3
259.71,5.744e+3,,5.744e+3
259.73,5.929e+3,,5.929e+3
259.76,8.050e+3,,8.050e+3
259.78,1.018e+4,,1.018e+4
259.8,1.257e+4,,1.257e+4
259.83,1.606e+4,,1.606e+4
259.85,1.793e+4,,1.793e+4
